-0.001583745,0,0,28.61,-80.6,0,0,0
-0.001538578,0,0,28.61,-80.6,0,0,0
-0.00149341,0,0,28.61,-80.6,0,0,0
-0.001232301,0,0,28.61,-80.6,0,0,0
0.001026647,0,0,28.61,-80.6,0,0,0
0.006852628,0,0,28.61,-80.6,0,0,0
0.022970928,0,0,28.61,-80.6,0,0,0
0.054837016,0,0,28.61,-80.6,0,0,0
0.106562936,0,0,28.61,-80.6,0,0,0
0.180324334,0,0,28.61,-80.6,0,0,0
0.277664753,0,0,28.61,-80.6,0,0,0
0.400129025,0,0,28.61,-80.6,0,0,0
0.549144021,0,0,28.61,-80.6,0,0,0
0.725303513,0,0,28.61,-80.6,0,0,0
0.928367244,0,0,28.61,-80.6,0,0,0
1.157979743,0,0,28.61,-80.6,0,0,0
1.413859399,0,0,28.61,-80.6,0,0,0
1.695818182,0,0,28.61,-80.6,0,0,0
2.003691985,0,0,28.61,-80.6,0,0,0
2.337316519,0,0,28.61,-80.6,0,0,0
2.696577579,0,0,28.61,-80.6,0,0,0
3.081461367,0,0,28.61,-80.6,0,0,0
3.492004336,0,0,28.61,-80.6,0,0,0
3.928242936,0,0,28.61,-80.6,0,0,0
4.390213615,0,0,28.61,-80.6,0,0,0
4.877952815,0,0,28.61,-80.6,0,0,0
5.391496967,0,0,28.61,-80.6,0,0,0
5.930882502,0,0,28.61,-80.6,0,0,0
6.496145842,0,0,28.61,-80.6,0,0,0
7.087323407,0,0,28.61,-80.6,0,0,0
7.704451623,0,0,28.61,-80.6,0,0,0
8.347566953,0,0,28.61,-80.6,0,0,0
9.01670587,0,0,28.61,-80.6,0,0,0
9.711904842,0,0,28.61,-80.6,0,0,0
10.43320033,0,0,28.61,-80.6,0,0,0
11.18062881,0,0,28.61,-80.6,0,0,0
11.9542267,0,0,28.61,-80.6,0,0,0
12.75403044,0,0,28.61,-80.6,0,0,0
13.58007646,0,0,28.61,-80.6,0,0,0
14.43240118,0,0,28.61,-80.6,0,0,0
15.31104103,0,0,28.61,-80.6,0,0,0
16.21603215,0,0,28.61,-80.6,0,0,0
17.62299439,-7.30E-05,0,28.61,-80.6,0,1.34E-04,3.28E-08
19.84491913,-4.55E-04,0,28.61,-80.6,0,3.43E-04,8.82E-08
23.42916379,-0.001663191,0,28.61,-80.60000001,0,6.96E-04,-9.75E-08
29.29530906,-0.004950318,-2.02E-08,28.61,-80.60000002,0,0.00130488,-1.20E-07
35.82805633,-0.010005273,-3.23E-08,28.61,-80.60000003,0,0.001995022,-3.06E-07
43.03027585,-0.016611294,-1.57E-08,28.61,-80.60000005,0,0.002766657,-1.59E-07
50.90483034,-0.024388419,8.46E-08,28.61,-80.60000008,0,0.003619211,1.30E-07
59.45461353,-0.032677337,3.08E-07,28.61,-80.6000001,0,0.004518862,-1.03E-07
68.68255411,-0.040541391,6.88E-07,28.61,-80.60000013,0,0.005438232,3.44E-07
78.59157039,-0.0466251,1.23E-06,28.61,-80.60000015,0,0.006311102,0
89.18455812,-0.04940058,1.95E-06,28.61,-80.60000015,0,0.007184866,-2.41E-07
100.4643893,-0.04704267,2.82E-06,28.61,-80.60000015,0,0.007977004,2.44E-07
112.4337697,-0.037466377,3.76E-06,28.61,-80.60000012,0,0.008686012,1.66E-06
125.0946317,-0.018299388,4.63E-06,28.61,-80.60000006,0,0.009269595,2.27E-06
138.4481978,0.012851055,5.19E-06,28.61,-80.59999996,0,0.00979829,2.96E-06
152.495578,0.058715273,5.19E-06,28.61,-80.59999982,0,0.010064964,9.82E-06
167.2378344,0.122422305,4.27E-06,28.61,-80.59999962,0,-0.010001958,7.21E-06
182.6759628,0.207167576,2.05E-06,28.61,-80.59999935,0,-0.009619027,3.97E-06
198.8108586,0.316169472,-1.79E-06,28.61,-80.59999901,-5.28E-09,-0.008873797,3.49E-06
215.6433436,0.452516437,-7.42E-06,28.61,-80.59999859,0,-0.007770755,4.35E-07
233.174199,0.61916583,-1.47E-05,28.61,-80.59999807,0,-0.00632982,1.52E-06
251.404198,0.818242999,-2.36E-05,28.61,-80.59999745,0,-0.004839021,2.56E-06
270.3340932,1.05142121,-3.39E-05,28.61,-80.59999672,0,-0.003165019,-2.62E-07
289.9645403,1.319902892,-4.53E-05,28.61,-80.59999588,0,-0.001478194,-1.05E-07
310.2958657,1.624080392,-5.76E-05,28.61,-80.59999493,0,9.01E-05,1.92E-06
331.3281113,1.963938986,-7.07E-05,28.61,-80.59999387,0,0.001641237,-9.54E-07
353.0612791,2.339074898,-8.37E-05,28.61,-80.5999927,0,0.003053578,4.33E-07
375.4953621,2.748318803,-9.63E-05,28.61,-80.59999142,0,0.004134484,9.09E-07
398.6303217,3.190192116,-1.08E-04,28.61,-80.59999004,0,0.005040569,2.30E-06
422.4660718,3.663243005,-1.18E-04,28.61,-80.59998856,0,0.005785041,5.59E-06
447.0024988,4.165459033,-1.26E-04,28.61,-80.59998699,0,0.006101835,2.22E-05
472.2393148,4.694473355,-1.30E-04,28.61,-80.59998534,0,-0.005918624,5.98E-06
498.1757995,5.247263648,-1.28E-04,28.61,-80.59998362,0,-0.00481929,1.15E-06
524.8109091,5.820773893,-1.20E-04,28.61,-80.59998183,0,-0.003040399,4.81E-07
552.143505,6.413028189,-1.06E-04,28.61,-80.59997998,0,-9.92E-04,-1.48E-07
580.1723648,7.023123758,-8.62E-05,28.61,-80.59997807,0,0.001191782,-3.40E-06
608.8961892,7.650965149,-6.08E-05,28.61,-80.59997611,0,0.003299047,3.46E-07
638.3135507,8.297837407,-3.07E-05,28.61,-80.59997409,0,0.004861783,9.39E-06
668.4227929,8.965701179,2.43E-06,28.61,-80.59997201,0,0.005895612,9.32E-06
699.2220525,9.657343409,3.59E-05,28.61,-80.59996985,0,-0.005951021,1.08E-05
730.7093659,10.3761752,6.64E-05,28.61,-80.5999676,-5.45E-09,-0.004943619,8.09E-06
762.8825816,11.12531255,9.00E-05,28.61,-80.59996526,0,-0.003080812,6.23E-06
